timestamp,process,protocol,local,remote,remote_host,status
2026-03-30 15:28:28,Code.exe,TCP,192.168.1.101:52714,104.46.162.225:443,-,ESTABLISHED
2026-03-30 15:28:28,Code.exe,TCP,192.168.1.101:58859,104.46.162.225:443,-,ESTABLISHED
2026-03-30 15:28:32,Code.exe,TCP,192.168.1.101:58013,20.42.73.26:443,-,ESTABLISHED
2026-03-30 15:28:32,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:28:36,Code.exe,TCP,192.168.1.101:56650,104.46.162.225:443,-,ESTABLISHED
2026-03-30 15:28:36,Code.exe,TCP,192.168.1.101:62965,104.46.162.225:443,-,ESTABLISHED
2026-03-30 15:28:47,MEGAsync.exe,TCP,192.168.1.101:56653,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:28:51,Code.exe,TCP,192.168.1.101:51579,40.71.11.167:443,-,ESTABLISHED
2026-03-30 15:28:59,MEGAsync.exe,TCP,192.168.1.101:51581,185.206.25.62:443,-,ESTABLISHED
2026-03-30 15:29:10,Code.exe,TCP,192.168.1.101:61190,140.82.114.22:443,-,ESTABLISHED
2026-03-30 15:29:10,MEGAsync.exe,TCP,192.168.1.101:51584,185.206.25.62:443,-,ESTABLISHED
2026-03-30 15:29:14,MEGAsync.exe,TCP,192.168.1.101:56908,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:29:18,Code.exe,TCP,192.168.1.101:49800,169.254.169.254:80,-,SYN_SENT
2026-03-30 15:29:22,MEGAsync.exe,TCP,192.168.1.101:56908,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:29:22,MEGAsync.exe,TCP,192.168.1.101:56909,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:29:37,MEGAsync.exe,TCP,192.168.1.101:65254,185.206.25.60:443,-,ESTABLISHED
2026-03-30 15:29:55,Code.exe,TCP,192.168.1.101:63187,52.168.117.169:443,-,ESTABLISHED
2026-03-30 15:29:55,MEGAsync.exe,TCP,192.168.1.101:59025,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:29:55,MEGAsync.exe,TCP,192.168.1.101:56909,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:29:55,MEGAsync.exe,TCP,192.168.1.101:64794,66.203.125.12:443,-,ESTABLISHED
2026-03-30 15:30:03,Code.exe,TCP,192.168.1.101:65464,140.82.114.21:443,-,ESTABLISHED
2026-03-30 15:30:03,Code.exe,TCP,192.168.1.101:50264,40.71.11.167:443,-,ESTABLISHED
2026-03-30 15:30:03,Code.exe,TCP,192.168.1.101:63116,40.71.11.167:443,-,ESTABLISHED
2026-03-30 15:30:03,Code.exe,TCP,192.168.1.101:57590,52.168.117.169:443,-,ESTABLISHED
2026-03-30 15:30:07,Code.exe,TCP,192.168.1.101:62426,13.107.226.34:443,-,ESTABLISHED
2026-03-30 15:30:07,Code.exe,TCP,192.168.1.101:63368,13.107.226.34:443,-,ESTABLISHED
2026-03-30 15:33:13,APSDaemon.exe,TCP,192.168.1.101:65353,17.249.252.4:5223,-,ESTABLISHED
2026-03-30 15:33:13,Code.exe,TCP,192.168.1.101:59158,20.189.173.23:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:59025,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:56279,185.206.25.64:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:49902,185.206.25.64:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:56908,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:56909,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:53673,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:64794,66.203.125.12:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:33:13,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:33:13,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:33:17,Spotify.exe,TCP,192.168.1.101:62170,172.217.192.188:5228,-,ESTABLISHED
2026-03-30 15:33:33,Code.exe,TCP,192.168.1.101:56079,20.189.173.23:443,-,ESTABLISHED
2026-03-30 15:33:33,Spotify.exe,TCP,192.168.1.101:50888,35.186.224.38:443,-,ESTABLISHED
2026-03-30 15:33:53,MEGAsync.exe,TCP,192.168.1.101:61728,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:33:57,MEGAsync.exe,TCP,192.168.1.101:61732,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:34:18,Code.exe,TCP,192.168.1.101:64957,52.168.117.171:443,-,ESTABLISHED
2026-03-30 15:35:07,Code.exe,TCP,2804:426c:1b00:2f7c:a45f:39eb:ab82:107a:61727,2620:1ec:29:1::34:443,-,SYN_SENT
2026-03-30 15:35:07,Code.exe,TCP,192.168.1.101:64484,40.71.11.167:443,-,ESTABLISHED
2026-03-30 15:35:07,Code.exe,TCP,192.168.1.101:56145,52.168.117.171:443,-,ESTABLISHED
2026-03-30 15:35:23,Code.exe,TCP,192.168.1.101:49670,13.107.226.34:443,-,ESTABLISHED
2026-03-30 15:35:23,Code.exe,TCP,192.168.1.101:50239,13.107.226.34:443,-,CLOSE_WAIT
2026-03-30 15:35:27,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:35:27,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:35:27,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:35:27,Spotify.exe,TCP,192.168.1.101:62170,172.217.192.188:5228,-,ESTABLISHED
2026-03-30 15:35:27,Spotify.exe,TCP,192.168.1.101:58046,35.186.224.24:443,-,ESTABLISHED
2026-03-30 15:35:44,Code.exe,TCP,192.168.1.101:51870,140.82.113.21:443,-,ESTABLISHED
2026-03-30 15:35:44,Code.exe,TCP,192.168.1.101:57192,20.189.173.11:443,-,ESTABLISHED
2026-03-30 15:35:44,MEGAsync.exe,TCP,192.168.1.101:62182,185.206.25.60:443,-,ESTABLISHED
2026-03-30 15:35:48,Code.exe,TCP,192.168.1.101:56363,140.82.113.21:443,-,ESTABLISHED
2026-03-30 15:35:48,Code.exe,TCP,192.168.1.101:63393,20.189.173.11:443,-,SYN_SENT
2026-03-30 15:35:48,Code.exe,TCP,192.168.1.101:56362,20.189.173.11:443,-,ESTABLISHED
2026-03-30 15:36:04,Code.exe,TCP,192.168.1.101:51881,140.82.113.21:443,-,SYN_SENT
2026-03-30 15:36:04,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:36:04,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:36:04,Code.exe,TCP,192.168.1.101:51881,140.82.113.21:443,-,ESTABLISHED
2026-03-30 15:36:08,Code.exe,TCP,192.168.1.101:53668,20.189.173.11:443,-,ESTABLISHED
2026-03-30 15:36:08,Code.exe,TCP,192.168.1.101:64197,20.189.173.11:443,-,ESTABLISHED
2026-03-30 15:36:25,Code.exe,TCP,192.168.1.101:60205,20.189.173.11:443,-,ESTABLISHED
2026-03-30 15:36:25,MEGAsync.exe,TCP,192.168.1.101:64200,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:36:25,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:36:29,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:36:45,Code.exe,TCP,192.168.1.101:50214,51.132.193.105:443,-,ESTABLISHED
2026-03-30 15:36:45,MEGAsync.exe,TCP,192.168.1.101:60475,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:37:05,APSDaemon.exe,TCP,192.168.1.101:65353,17.249.252.4:5223,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:62182,185.206.25.60:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:64200,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:61728,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:49902,185.206.25.64:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:56909,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:56908,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:60475,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:64794,66.203.125.12:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:37:05,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:37:05,SoftLandingTask.exe,TCP,192.168.1.101:50215,23.96.180.189:443,-,ESTABLISHED
2026-03-30 15:37:30,Code.exe,TCP,192.168.1.101:63707,51.132.193.105:443,-,ESTABLISHED
2026-03-30 15:37:46,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:37:46,Spotify.exe,TCP,192.168.1.101:62170,172.217.192.188:5228,-,ESTABLISHED
2026-03-30 15:37:54,MEGAsync.exe,TCP,192.168.1.101:59986,185.206.25.62:443,-,ESTABLISHED
2026-03-30 15:38:10,Code.exe,TCP,192.168.1.101:56953,20.42.73.30:443,-,ESTABLISHED
2026-03-30 15:38:10,Code.exe,TCP,192.168.1.101:51699,40.71.11.167:443,-,ESTABLISHED
2026-03-30 15:38:10,MEGAsync.exe,TCP,192.168.1.101:59988,185.206.25.60:443,-,ESTABLISHED
2026-03-30 15:38:30,Code.exe,TCP,192.168.1.101:52863,20.42.73.30:443,-,ESTABLISHED
2026-03-30 15:38:30,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:42:44,APSDaemon.exe,TCP,192.168.1.101:65353,17.249.252.4:5223,-,ESTABLISHED
2026-03-30 15:42:44,Code.exe,TCP,192.168.1.101:51540,13.69.239.72:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:54525,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:53681,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:54526,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:54524,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:49902,185.206.25.64:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:64794,66.203.125.12:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:42:44,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:42:44,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:42:44,Spotify.exe,TCP,192.168.1.101:62170,172.217.192.188:5228,-,ESTABLISHED
2026-03-30 15:42:49,MEGAsync.exe,TCP,192.168.1.101:51545,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:42:49,Spotify.exe,TCP,192.168.1.101:59767,35.186.224.38:443,-,ESTABLISHED
2026-03-30 15:42:49,Spotify.exe,TCP,192.168.1.101:50888,35.186.224.38:443,-,ESTABLISHED
2026-03-30 15:42:53,MEGAsync.exe,TCP,192.168.1.101:51547,185.206.25.64:443,-,ESTABLISHED
2026-03-30 15:42:57,MEGAsync.exe,TCP,192.168.1.101:51549,185.206.25.60:443,-,ESTABLISHED
2026-03-30 15:43:15,Code.exe,TCP,192.168.1.101:58890,13.69.239.72:443,-,ESTABLISHED
2026-03-30 15:43:19,Code.exe,TCP,192.168.1.101:58891,169.254.169.254:80,-,SYN_SENT
2026-03-30 15:43:28,Code.exe,TCP,192.168.1.101:58156,40.74.98.195:443,-,SYN_SENT
2026-03-30 15:43:28,Spotify.exe,TCP,192.168.1.101:62170,172.217.192.188:5228,-,ESTABLISHED
2026-03-30 15:43:33,Code.exe,TCP,192.168.1.101:49666,40.71.11.167:443,-,ESTABLISHED
2026-03-30 15:43:33,Code.exe,TCP,192.168.1.101:50060,40.74.98.195:443,-,ESTABLISHED
2026-03-30 15:43:33,Code.exe,TCP,192.168.1.101:58156,40.74.98.195:443,-,ESTABLISHED
2026-03-30 15:43:51,MEGAsync.exe,TCP,192.168.1.101:49877,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:44:03,Code.exe,TCP,192.168.1.101:53046,140.82.112.22:443,-,ESTABLISHED
2026-03-30 15:44:03,Code.exe,TCP,192.168.1.101:56706,140.82.112.22:443,-,ESTABLISHED
2026-03-30 15:44:03,MEGAsync.exe,TCP,192.168.1.101:51970,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:44:14,Code.exe,TCP,192.168.1.101:51924,13.107.5.93:443,-,ESTABLISHED
2026-03-30 15:44:14,Code.exe,TCP,192.168.1.101:51925,13.107.5.93:443,-,ESTABLISHED
2026-03-30 15:44:14,Code.exe,TCP,192.168.1.101:55384,150.171.110.33:443,-,ESTABLISHED
2026-03-30 15:44:14,Code.exe,TCP,192.168.1.101:62086,150.171.110.33:443,-,ESTABLISHED
2026-03-30 15:44:18,Code.exe,TCP,192.168.1.101:62088,169.254.169.254:80,-,SYN_SENT
2026-03-30 15:44:22,Code.exe,TCP,192.168.1.101:62086,150.171.110.33:443,-,CLOSE_WAIT
2026-03-30 15:44:22,MEGAsync.exe,TCP,192.168.1.101:49877,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:44:22,MEGAsync.exe,TCP,192.168.1.101:51547,185.206.25.64:443,-,ESTABLISHED
2026-03-30 15:44:22,MEGAsync.exe,TCP,192.168.1.101:51545,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:44:26,Code.exe,TCP,192.168.1.101:64373,13.107.13.93:443,-,ESTABLISHED
2026-03-30 15:44:26,MEGAsync.exe,TCP,192.168.1.101:55323,185.206.25.62:443,-,ESTABLISHED
2026-03-30 15:44:42,Code.exe,TCP,2804:426c:1b00:2f7c:a45f:39eb:ab82:107a:59234,2603:1061:14:126::1:443,-,SYN_SENT
2026-03-30 15:44:45,Code.exe,TCP,192.168.1.101:61869,150.171.110.37:443,-,ESTABLISHED
2026-03-30 15:44:45,Code.exe,TCP,192.168.1.101:60358,150.171.110.37:443,-,ESTABLISHED
2026-03-30 15:44:49,Code.exe,TCP,192.168.1.101:60358,150.171.110.37:443,-,CLOSE_WAIT
2026-03-30 15:45:07,MEGAsync.exe,TCP,192.168.1.101:55323,185.206.25.62:443,-,ESTABLISHED
2026-03-30 15:45:11,Code.exe,TCP,192.168.1.101:54762,150.171.110.40:443,-,ESTABLISHED
2026-03-30 15:45:11,Code.exe,TCP,2804:426c:1b00:2f7c:a45f:39eb:ab82:107a:63443,2603:1061:14:123::1:443,-,SYN_SENT
2026-03-30 15:45:11,MEGAsync.exe,TCP,192.168.1.101:49877,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:45:11,MEGAsync.exe,TCP,192.168.1.101:51547,185.206.25.64:443,-,ESTABLISHED
2026-03-30 15:45:11,MEGAsync.exe,TCP,192.168.1.101:51545,185.206.25.65:443,-,ESTABLISHED
2026-03-30 15:45:11,MEGAsync.exe,TCP,192.168.1.101:64794,66.203.125.12:443,-,ESTABLISHED
2026-03-30 15:45:28,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:45:28,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:45:28,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:45:32,Code.exe,TCP,192.168.1.101:54105,13.69.109.131:443,-,SYN_SENT
2026-03-30 15:45:42,Code.exe,TCP,192.168.1.101:54105,13.69.109.131:443,-,ESTABLISHED
2026-03-30 15:45:42,Code.exe,TCP,192.168.1.101:51388,140.82.112.21:443,-,ESTABLISHED
2026-03-30 15:45:47,Code.exe,TCP,192.168.1.101:57686,13.69.109.131:443,-,ESTABLISHED
2026-03-30 15:45:55,Code.exe,TCP,192.168.1.101:52618,140.82.112.21:443,-,ESTABLISHED
2026-03-30 15:45:55,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:46:07,Code.exe,TCP,192.168.1.101:53568,13.107.5.93:443,-,ESTABLISHED
2026-03-30 15:46:07,Code.exe,TCP,192.168.1.101:60674,13.69.109.131:443,-,ESTABLISHED
2026-03-30 15:46:11,Code.exe,TCP,192.168.1.101:62983,13.69.109.131:443,-,ESTABLISHED
2026-03-30 15:46:11,MEGAsync.exe,TCP,192.168.1.101:62985,185.206.25.63:443,-,ESTABLISHED
2026-03-30 15:46:11,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:46:11,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:46:15,MEGAsync.exe,TCP,192.168.1.101:49353,185.206.25.61:443,-,ESTABLISHED
2026-03-30 15:46:26,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:46:30,Code.exe,TCP,192.168.1.101:62021,140.82.112.21:443,-,ESTABLISHED
2026-03-30 15:47:14,Code.exe,TCP,192.168.1.101:51777,13.89.178.27:443,-,ESTABLISHED
2026-03-30 15:47:22,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:47:38,Code.exe,TCP,192.168.1.101:49670,13.89.178.27:443,-,ESTABLISHED
2026-03-30 15:47:42,Code.exe,TCP,192.168.1.101:59013,13.89.178.27:443,-,ESTABLISHED
2026-03-30 15:47:42,Code.exe,TCP,192.168.1.101:53820,192.168.1.1:53,-,ESTABLISHED
2026-03-30 15:47:42,Code.exe,TCP,fe80::115f:40a9:3a26:70c8:63929,fe80::1:53,-,ESTABLISHED
2026-03-30 15:47:46,Code.exe,TCP,192.168.1.101:64817,4.228.31.149:443,-,ESTABLISHED
2026-03-30 15:47:46,MEGAsync.exe,TCP,192.168.1.101:64794,66.203.125.12:443,-,ESTABLISHED
2026-03-30 15:47:57,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:48:02,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:48:02,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:48:10,Code.exe,TCP,192.168.1.101:52398,140.82.112.21:443,-,ESTABLISHED
2026-03-30 15:48:10,Code.exe,TCP,192.168.1.101:54116,52.168.117.168:443,-,ESTABLISHED
2026-03-30 15:48:21,Code.exe,TCP,192.168.1.101:55117,140.82.112.21:443,-,ESTABLISHED
2026-03-30 15:48:21,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:48:25,Spotify.exe,TCP,192.168.1.101:62170,172.217.192.188:5228,-,ESTABLISHED
2026-03-30 15:48:33,Code.exe,TCP,192.168.1.101:60162,40.71.11.167:443,-,ESTABLISHED
2026-03-30 15:48:33,Code.exe,TCP,192.168.1.101:63120,52.168.117.168:443,-,SYN_SENT
2026-03-30 15:48:47,Code.exe,TCP,192.168.1.101:60307,4.228.31.149:443,-,ESTABLISHED
2026-03-30 15:48:47,Code.exe,TCP,192.168.1.101:63120,52.168.117.168:443,-,ESTABLISHED
2026-03-30 15:49:08,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:49:12,Code.exe,TCP,fe80::115f:40a9:3a26:70c8:56805,fe80::1:53,-,SYN_SENT
2026-03-30 15:49:12,Code.exe,TCP,fe80::115f:40a9:3a26:70c8:49800,fe80::1:53,-,SYN_SENT
2026-03-30 15:49:12,Code.exe,TCP,fe80::115f:40a9:3a26:70c8:63947,fe80::1:53,-,SYN_SENT
2026-03-30 15:49:16,MEGAsync.exe,TCP,192.168.1.101:64794,66.203.125.12:443,-,ESTABLISHED
2026-03-30 15:49:16,MEGAsync.exe,TCP,192.168.1.101:49667,66.203.125.15:443,-,ESTABLISHED
2026-03-30 15:49:16,MEGAsync.exe,TCP,192.168.1.101:50213,66.203.125.28:443,-,ESTABLISHED
2026-03-30 15:49:29,Spotify.exe,TCP,192.168.1.101:59766,104.199.65.9:443,-,ESTABLISHED
2026-03-30 15:49:37,MEGAsync.exe,TCP,192.168.1.101:55580,185.206.25.62:443,-,ESTABLISHED
2026-03-30 15:50:11,Code.exe,TCP,fe80::115f:40a9:3a26:70c8:53334,fe80::1:53,-,SYN_SENT
2026-03-30 15:50:11,Code.exe,TCP,fe80::115f:40a9:3a26:70c8:53251,fe80::1:53,-,SYN_SENT
2026-03-30 15:50:11,Code.exe,TCP,fe80::115f:40a9:3a26:70c8:58442,fe80::1:53,-,SYN_SENT
